iron_conc,silica_conc
64.72,1.9
64.72,1.9
64.72,1.9
64.72,1.9
64.24,4.24
64.33,4.09
63.41,5.08
63.470000000000006,4.21
65.85,1.69
65.91,1.32
65.88,1.3
65.48,1.18
65.73,1.2
66.2,0.97
65.09,0.97
65.76,1.0
65.18,1.04
65.37,1.14
65.62,1.21
65.16,1.4
65.02,1.5699999999999998
66.17,1.33
66.58,1.15
66.11,1.17
66.05,1.29
65.0,1.86
65.93,1.27
65.55,1.15
66.81,1.38
65.87,1.45
65.17,1.7300000000000002
65.68,1.3
66.2,1.49
65.3,1.41
64.72,1.6
65.63,1.25
65.26,1.46
66.12,1.36
65.73,1.56
65.14,1.43
64.43,1.69
65.72,1.5699999999999998
65.56,2.05
64.91,1.66
65.36,2.42
65.36,2.42
65.36,2.42
65.43,1.85
65.24,1.57
65.3,1.51
65.3,1.42
65.54,1.23
65.95,1.13
66.05,1.12
65.49,1.23
65.55,1.21
65.91,1.28
66.38,1.23
64.41,3.890000000000001
65.11,2.6
66.04,1.22
66.34,1.22
66.62,1.22
66.15,1.19
66.54,1.13
66.32,1.39
66.58,1.08
66.16,0.98
66.36,1.04
66.33,1.05
66.61,1.07
66.3,1.08
66.64,1.14
66.42,1.15
66.66,1.07
66.14,1.33
66.31,1.26
66.25,1.13
66.47,1.09
66.65,1.08
65.46,1.99
66.31,1.19
66.41,1.3
66.08,2.11
66.42,1.17
66.29,1.18
66.14,1.1
66.23,1.21
66.39,1.13
66.7,1.02
66.5,1.06
66.88,1.03
66.4,1.08
66.64,1.1
66.71,1.13
66.44,1.12
66.47,1.26
66.34,1.53
66.58,1.19
66.1,1.44
65.94,1.45
66.27,1.5299999999999998
66.4,1.47
66.09,1.5100000000000002
65.93,1.54
66.45,1.31
65.8,2.18
66.42,1.48
66.24,2.04
66.42,1.6
66.69,1.37
66.21,1.18
66.92,1.01
66.95,1.01
66.95,1.01
66.95,1.01
66.95,1.01
66.95,1.01
66.84,1.07
66.28,1.55
66.67,1.16
66.54,1.0
66.5,1.05
66.62,1.01
66.86,0.9300000000000002
66.53,1.19
66.46,1.01
66.13,1.32
67.17,1.18
66.66,1.18
66.64,1.23
66.51,1.55
66.87,1.12
66.46,1.39
66.64,1.05
66.91,1.17
66.75,1.15
66.45,1.2
67.09,1.08
67.09,1.07
66.96,1.05
66.61,1.0
66.44,1.15
66.6,0.99
65.81,1.06
64.79,1.65
65.28,1.6699999999999997
65.37,1.37
65.29,1.43
65.54,1.7
66.21,1.3
66.21,1.48
66.12,1.41
66.08,1.67
66.06,1.43
65.85,1.33
66.34,1.21
66.06,1.34
66.67,1.19
66.67,1.19
66.67,1.19
66.67,1.19
66.73,1.13
66.48,1.32
66.8,1.26
66.91,1.39
66.34,1.19
67.12,1.27
66.47,1.21
66.84,1.7199999999999998
65.53,2.02
65.79,2.03
65.66,2.06
65.71,2.41
66.47,1.77
65.47,1.66
64.46,1.73
65.08,2.1
64.88,1.21
64.62,1.5500000000000005
64.49,1.65
65.89,1.39
65.62,1.69
64.93,3.05
65.8,2.18
66.28,1.4
65.39,2.3
65.01,2.99
64.83,3.14
63.74,4.06
65.51,1.92
66.39,1.22
65.9,1.33
64.76,1.14
65.16,1.13
65.12,1.08
64.6,1.12
64.63,1.17
63.56000000000001,1.79
63.0,1.81
63.010000000000005,1.58
63.82,1.4800000000000002
62.96,2.2
62.6,1.94
64.3,2.26
64.37,2.05
64.82,2.81
66.1,1.36
65.78,1.15
66.13,1.04
65.76,1.88
66.3,1.01
65.43,1.33
64.69,1.64
66.33,1.7199999999999998
66.74,1.42
67.02,1.85
66.51,1.71
65.93,1.89
66.41,1.38
66.69,1.21
66.92,1.18
66.62,1.22
66.6,1.09
66.25,1.28
66.32,1.43
66.1,1.9
64.99,2.15
65.31,1.92
65.44,1.82
65.04,1.89
65.41,1.8
65.15,2.29
65.26,1.7199999999999998
65.56,1.7300000000000002
64.8,2.43
65.16,1.91
65.32,1.63
65.65,1.59
65.86,1.6599999999999997
65.97,1.74
66.59,1.24
66.34,1.13
66.16,1.09
66.47,1.1
66.81,1.22
66.46,1.38
66.49,1.47
66.47,1.6
65.71,1.4600000000000002
66.96,1.06
66.92,1.19
66.31,0.94
66.4,1.09
66.32,1.37
66.4,1.32
65.7,2.22
66.2,1.28
66.6,1.06
66.33,1.21
66.33,1.21
66.33,1.21
66.51,1.25
66.08,1.44
66.25,1.61
66.7,1.25
65.82,1.58
66.55,1.84
66.95,1.48
67.39,1.26
67.06,1.29
67.3,1.16
66.54,1.25
66.68,1.44
66.47,1.32
65.79,1.52
66.0,1.75
65.7,1.8400000000000003
65.36,2.01
63.75,4.95
65.27,3.02
66.03,1.6399999999999997
63.96000000000001,4.15
65.54,1.58
66.32,2.06
65.04,1.85
65.34,2.26
66.17,1.5
66.25,1.44
65.09,1.46
64.96,2.05
64.86,2.59
65.36,2.72
63.6,3.3399999999999994
62.16,3.4978857142857143
62.45348314606741,3.8143820224719103
63.03491428571429,4.129085714285714
63.61955056179776,4.445393258426966
64.20514124293786,4.762203389830509
64.78536312849162,4.92
65.08,2.05
64.15,1.59
64.75,2.05
64.87,2.9
64.21,2.28
64.63,2.48
63.97,2.29
64.68,1.87
63.68999999999999,3.96
65.33,1.57
65.02,1.63
64.68,1.71
64.88,1.72
64.89,1.74
65.02,1.7399999999999998
64.93,1.62
63.98,2.64
64.72,1.43
65.05,1.39
64.42,1.31
64.53,2.09
64.53,2.09
65.28,1.24
63.44,3.8
64.56,2.78
66.23,2.06
66.63,2.01
64.76,3.36
64.76,3.3599999999999994
64.76,3.3600000000000003
64.76,3.36
64.76,3.3599999999999994
64.76,3.36
64.76,3.3599999999999994
64.76,3.3599999999999994
64.76,3.3600000000000003
65.18,2.88
65.26,2.6
63.00999999999999,4.92
63.67,5.47
65.85,1.73
62.97,1.3500558659217876
66.0,0.97
65.8,1.01
66.59,1.06
66.02,1.2
65.85,1.06
67.17,1.01
65.34,1.0
66.1,1.29
66.97,1.06
65.78,1.17
66.56,1.15
66.25,1.25
65.78,1.12
66.22,1.19
65.77,1.4899999999999998
65.29,1.24
65.71,1.6100000000000003
66.2,1.19
65.73,1.36
66.02,1.64
65.6,1.7599999999999998
65.45,1.43
65.42,1.5700000000000005
64.29,1.6399999999999997
64.98,1.6
65.11,1.53
65.74,1.63
65.46,1.6
65.63,1.48
66.42,1.19
64.56,1.37
66.44,1.35
65.8,1.4700000000000002
65.74,1.64
65.59,1.9
65.88,1.69
65.72,1.92
65.82,2.16
65.29,1.8200000000000005
65.94,1.61
65.78,2.05
64.98,2.72
64.55,4.11
65.06,2.13
64.72,2.44
65.68,1.79
65.93,1.9
64.97,2.93
64.77,2.56
64.24,2.7
65.07,2.43
65.11,2.28
64.73,2.43
64.84,2.6
64.27,2.58
65.08,2.04
63.94,2.23
64.65,2.05
63.75,1.87
64.32,1.99
65.43,1.44
65.78,1.97
65.89,1.33
65.4,1.69
66.19,1.32
64.98,2.36
66.17,1.3
66.49,1.56
66.49,1.67
66.14,1.37
65.99,1.41
66.44,1.49
65.59,2.34
66.03,1.59
66.1,1.45
66.61,1.4699999999999998
66.0,1.67
64.35,3.1
64.9,2.66
64.25,3.42
64.34,2.77
64.81,2.44
65.35,1.83
66.42,1.4800000000000002
66.42,1.48
66.42,1.4800000000000002
66.03,1.51
65.29,1.88
65.34,1.93
65.59,1.92
65.52,1.88
65.44,1.95
65.63,2.16
64.91,2.9
65.32,2.33
65.79,2.1
66.07,1.73
66.07,1.46
64.91,2.44
65.75,1.95
65.53,1.6599999999999997
64.53,2.1
65.61,1.7399999999999998
64.24,2.87
64.67,2.57
64.47,2.18
65.61,1.82
65.89,2.03
63.29,4.28
65.14,1.81
64.31,2.43
65.35,1.81
65.07,1.53
65.21,1.88
65.41,2.1
64.17,2.54
65.73,1.7800000000000002
65.17,1.67
64.77,2.57
64.96,2.05
65.23,1.8300000000000003
64.97,1.7899999999999998
64.98,1.87
64.76,2.0
64.07,2.08
64.68,2.07
64.54,1.71
64.22,1.72
64.68,1.45
64.83,1.62
64.15,1.58
64.58,1.5700000000000005
64.12,1.92
64.11,2.44
64.82,1.99
64.67,2.15
64.36,1.85
64.86,2.14
65.13,2.04
64.23,2.2
64.46,2.0
64.16,1.99
63.99000000000001,2.73
63.43,2.65
62.33,4.93
62.31385474860336,4.9650279329608935
62.28158192090395,5.035028248587571
62.24849162011173,5.10486033519553
62.21625698324022,5.174804469273743
62.2,5.21
64.57,2.99
65.11,3.33
65.33,3.3200000000000003
65.53,3.01
64.73,2.72
64.73,2.72
65.26,1.94
65.26,1.94
64.92,1.6100000000000003
65.1,1.62
65.19,1.47
65.71,1.45
65.16,1.7
66.56,1.36
65.79,1.24
67.63,1.05
65.64,1.1
66.49,1.27
65.68,1.69
66.05,1.6100000000000003
65.7,1.5300000000000002
64.78,1.66
65.49,1.97
65.07,2.71
65.49,2.14
65.68,1.97
64.68,1.91
64.66,1.81
64.26,1.7199999999999998
64.57,1.64
63.84,1.7
64.16,1.89
64.5,1.92
64.35,1.75
64.73,1.47
63.62,2.09
64.07,2.45
64.11,1.7199999999999998
65.28,1.89
65.44,1.8000000000000005
65.39,2.28
65.41,1.65
65.4,1.7899999999999998
65.51,1.73
65.48,1.72
65.07,1.87
65.24,1.62
65.19,1.5300000000000002
64.78,1.7399999999999998
65.36,1.77
64.65,1.7100000000000002
65.11,1.6
66.92,1.1
65.29,1.4699999999999998
67.22,0.96
65.18,1.62
64.46,1.83
64.53,1.73
65.15,1.5800000000000003
65.24,1.7
65.46,1.56
66.16,1.24
65.63,1.44
65.73,1.35
65.72,1.37
65.5,1.42
65.72,1.47
65.19,1.38
65.69,1.39
66.1,1.39
66.12,1.57
66.06,1.7599999999999998
66.27,1.77
66.94,1.36
66.79,1.4600000000000002
66.1,1.45
66.44,2.32
65.72,2.44
65.81,2.22
66.06,1.98
66.26,1.94
65.05,2.39
65.27,2.28
66.14,2.07
65.43,2.01
65.48,1.72
65.0,1.87
64.88,2.2
65.04,1.93
65.21,1.66
65.38,1.41
64.62,1.91
65.03,1.56
65.47,1.76
64.82,1.18
65.21,1.13
65.05,1.21
65.47,1.34
64.35,2.08
64.25,2.3
64.23,2.32
63.94,2.15
64.53,2.15
64.85,2.14
64.66,2.43
63.9,3.23
65.37,1.87
65.61,1.87
64.25,2.32
65.53,1.44
65.04,1.68
65.28,1.79
64.81,1.48
65.16,1.7800000000000002
65.68,1.56
65.38,1.93
65.85,1.75
65.79,1.48
65.99,1.76
65.84,2.1
65.86,2.01
65.31,1.69
66.29,1.44
63.48,2.76
64.6,2.62
64.63,2.8
63.21,4.67
64.06,3.5600000000000005
63.88000000000001,3.640000000000001
63.61,4.32
64.13,3.63
63.86,4.19
65.25,2.59
65.95,1.16
65.95,1.16
66.24,1.39
65.72,1.65
65.65,1.5300000000000002
65.13,2.51
65.65,1.82
65.55,1.92
65.87,1.64
65.08,2.7
63.81022346368715,3.5098882681564243
62.540000000000006,4.32
62.17,4.77
62.45,3.84
62.62,4.88
62.78,4.13
64.5,2.39
65.7,2.0
65.16,2.76
65.65,2.01
65.3,2.22
65.56,2.17
64.97,2.64
65.15,2.48
64.26,4.14
64.6,2.67
64.44,3.14
65.62,1.96
63.98,2.23
64.84,2.81
65.49,2.36
65.89,1.59
64.47,3.44
65.98,1.44
66.34,1.16
65.33,1.7800000000000002
66.26,1.37
65.92,1.76
65.88,1.5800000000000003
65.42,1.98
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.99,2.4
64.8,2.68
65.57,1.6
65.82,1.57
66.02,1.56
66.01,1.68
66.01,1.68
66.01,1.6800000000000002
66.82,0.97
66.62,1.1
66.62,1.1
66.62,1.1
66.62,1.1
65.23,4.19
66.51,1.23
66.89,1.04
66.39,1.05
66.89,1.04
66.59,1.02
66.37,1.8
66.31,1.6800000000000002
66.89,1.1
66.22,1.98
66.94,1.15
66.35,1.2
66.04,2.19
67.17,1.0
67.18,1.1
66.95,1.09
65.93,1.7600000000000002
66.01,1.66
66.64,1.44
66.57,1.6399999999999997
65.11,3.53
65.39,3.1700000000000004
64.42,3.7
65.1,4.29
65.38,3.4200000000000004
66.0,2.59
66.19,2.43
65.83,2.56
65.88,1.86
65.86,1.69
65.85,1.49
66.13,1.29
65.81,1.24
65.28,2.78
65.5,1.33
64.44,3.27
64.75,1.62
63.93,3.21
64.34,3.09
65.49,1.81
65.74,1.7600000000000002
67.04,0.86
66.36,1.05
66.47,1.22
66.95,1.1
66.01,1.22
66.99,1.03
67.03,0.96
67.18,1.03
67.18,0.92
67.1,1.02
66.63,1.17
67.01,1.05
66.93,1.02
66.64,1.18
66.66,1.19
64.4,1.13
66.04,2.24
66.36,1.24
65.99,1.36
66.23,1.08
66.37,1.09
66.8,1.22
64.52,3.53
65.94,1.86
65.76,2.54
65.46,2.42
66.17,1.99
66.21,1.49
66.35,1.45
66.38,1.4
66.0,2.17
65.03,3.29
64.71,3.27
63.50999999999999,4.36
64.27,4.15
64.63,4.24
64.69,3.810000000000001
63.66,5.33
64.63,4.09
64.51797687861271,3.905028901734104
64.4,3.71
62.21,3.9883050847457615
63.042556818181815,4.548295454545454
63.88,4.83
64.98,3.26
65.42,2.61
65.97,1.69
64.28,3.17
64.44,3.12
66.24,2.06
65.55,1.63
66.27,1.42
65.75,2.04
65.15,3.11
66.07,2.17
65.12,1.95
64.96,1.94
65.7,1.88
65.52,1.64
65.43,1.63
65.59,1.74
66.04,1.61
64.14,2.63
64.19,2.59
65.16,2.02
64.66,2.59
64.24,3.25
65.0,2.5
65.61,2.02
66.11,1.43
63.72,3.0
64.21,3.1099999999999994
63.81,2.75
63.86,3.81
64.7,2.08
64.7,2.08
64.7,2.08
64.7,2.08
64.7,2.08
64.7,2.08
64.1,3.44
62.31999999999999,5.37
63.7,3.12
64.6,2.21
65.19,2.08
65.19,2.08
64.5,2.29
64.63,2.22
64.26,2.25
64.76,2.19
63.53999999999999,2.11
63.83,1.98
64.74,1.53
66.14,1.23
65.89,1.18
66.36,1.22
66.23,1.21
67.13,1.15
67.17,1.24
65.98,1.33
65.98,1.33
65.98,1.33
64.36,3.61
63.26,4.92
65.18,2.26
65.44,2.21
65.44,2.21
65.19,1.93
65.19,1.93
65.19,1.93
65.19,1.93
65.19,1.93
65.19,1.93
65.2,1.98
65.63,1.5900000000000003
66.11,1.31
66.12,1.24
66.11,1.74
64.98,3.21
65.45,1.66
65.6,1.29
66.14,1.46
65.96,1.12
66.44,1.61
66.44,1.61
64.82,3.1300000000000003
65.8,2.41
64.66,3.0
64.65,2.04
65.84,1.27
64.93,1.6699999999999997
64.93,1.41
65.46,1.76
64.98,1.9
65.57,1.71
62.81,4.07
65.65,1.82
65.52,1.83
65.26,1.88
65.79,1.8
65.27,1.13
65.83,1.33
64.61,3.06
65.83,1.5
65.99,1.38
64.96,2.4
65.8,1.85
64.19,2.67
64.41,2.87
65.24,2.5
64.21,2.31
65.19,1.83
65.47,1.7800000000000002
65.62,1.75
65.82,1.79
65.96,1.32
65.2,2.56
66.12,1.4
65.83,1.27
62.81,4.07
67.04,1.2
66.87,1.14
66.87,1.14
66.15,1.52
66.21,1.28
63.81000000000001,3.2
63.61,4.29
65.03,2.28
65.4,1.62
64.88,2.19
65.1,1.7899999999999998
65.32,1.78
65.87,1.19
64.94,2.4
66.45,1.17
65.79,1.26
64.11,3.25
64.0,3.1700000000000004
62.73,4.41
62.38,4.77
62.92,4.73
62.77,4.91
65.47,2.08
64.74,2.12
65.26,3.14
65.26,3.14
65.26,3.140000000000001
65.26,3.14
65.26,3.140000000000001
65.26,3.14
63.27,2.94
65.9,1.76
65.62,1.37
64.19,2.42
64.21,2.07
64.21,2.07
65.32,1.5500000000000005
65.85,1.46
65.12,1.28
65.12,1.28
65.68,1.11
66.15,1.01
66.03,1.33
66.16,1.19
66.16,1.19
66.16,1.19
67.31,1.54
66.62,1.54
65.79,1.96
63.67999999999999,3.69
65.58,1.15
64.71,1.59
63.7,3.46
64.89,1.64
64.8,1.6
65.42,1.4800000000000002
65.5,1.37
65.82,1.08
65.43,1.17
65.51,1.6699999999999997
65.89,2.17
65.65,1.6399999999999997
65.13,2.2
65.13,2.2
65.16,2.1
65.43,2.24
65.25,2.11
65.09,2.2
65.09,2.2
65.87,1.27
67.99,1.1
65.56,1.82
65.6,1.59
65.75,1.48
66.59,1.3
65.52,1.5300000000000002
64.43,1.96
64.98,1.7599999999999998
63.82,4.12
63.81999999999999,4.12
64.21,2.33
65.86,1.33
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
64.73,1.34
65.11,1.91
65.11,1.91
65.11,1.91
64.88,2.165027932960894
64.65,2.42
64.3,2.57
65.99,1.3
66.13,1.28
65.1,1.5300000000000002
64.82,1.16
64.38,2.62
65.84,1.12
65.84,1.12
65.34,2.13
65.71,1.86
64.76,2.01
65.12,1.87
65.64,1.5099999999999998
65.82,1.43
66.08,1.37
65.65,1.69
66.36,1.58
65.44,1.34
65.44,1.34
65.99,2.07
66.48,1.5
68.01,1.38
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
64.18,4.73
65.34,1.56
66.63,1.32
66.47,1.31
66.33,1.42
65.97,1.68
66.79,1.7800000000000002
66.33,1.67
66.33,1.6699999999999997
64.76,3.87
66.19,1.38
66.2,1.22
65.81,2.27
64.81,2.13
64.81,2.13
66.52,1.16
66.55,1.04
66.59,1.24
65.77,2.74
66.52,1.28
65.87,1.49
65.36,2.4
63.11,3.17
66.49,1.08
65.44,2.37
66.5,1.34
66.2,1.52
66.32,1.04
65.75,1.07
65.7,1.29
65.83,1.4499999999999995
65.59,1.33
66.1,1.3
65.07870786516854,2.834438202247191
64.05,4.38
64.05,4.38
66.76,1.37
66.45,1.23
66.65,1.18
66.77,1.26
65.79,1.26
65.52,1.37
65.06,2.24
65.7,1.05
65.16,1.36
65.3,1.42
65.08,1.39
65.34,1.6
65.62,1.05
65.72,1.73
66.29,1.11
66.31,1.28
66.16,1.04
66.3,1.13
65.97,1.23
64.96,1.21
66.41,1.16
65.94,1.34
65.96,1.42
65.24,1.4
64.65,1.88
64.9,1.23
66.48,1.12
65.64,1.26
65.41,1.27
65.79,1.04
65.19,1.21
64.87,1.03
65.59,1.07
64.8,1.4699999999999998
63.86999999999999,2.42
65.27,1.36
64.43,1.94
66.79,1.25
64.9,1.6599999999999997
64.42,1.82
64.76,1.93
64.71,2.06
63.99,3.48
62.92,3.86
64.15,3.17
63.89,3.02
65.09,2.23
66.31,1.39
65.72,1.31
66.38,1.1
66.54,1.24
66.1,1.12
65.32,1.27
65.39,1.08
64.8,3.55
65.13,1.05
64.06,1.28
65.89,1.2
65.82,1.41
66.05,1.4899999999999998
65.68,1.7399999999999998
66.02,2.32
66.42,1.04
66.31,1.17
66.21,1.13
66.46,1.07
66.71,1.02
66.43,1.0
66.8,0.98
65.94,2.97
66.4,1.29
66.12,1.22
65.62,2.05
65.66,1.01
65.64,1.64
66.41,1.14
66.26,1.03
66.17,1.0
66.23,1.11
66.04,1.09
65.63,1.19
66.2,1.25
65.24,1.24
65.41,1.23
65.41,1.23
66.48,1.01
66.57,0.96
64.95,2.31
63.66,1.81
64.32,1.63
64.84,1.62
65.0,1.41
65.21,1.59
64.53,1.66
65.74,1.4
66.05,1.29
65.79,1.29
65.93,1.08
65.74,1.02
65.84,1.23
65.66,1.7199999999999998
66.09,1.19
66.1,1.0
65.97,1.06
65.97,1.06
64.27,1.06
66.38,1.0
64.45,1.07
66.21,0.94
64.48,0.98
64.48,1.05
64.31,1.33
65.34,2.08
64.84,2.24
67.66,1.41
66.17,1.07
66.1,1.06
66.35,1.13
66.22,1.07
65.27,2.0
65.66,1.44
65.22,2.38
64.12,2.26
63.59,2.46
64.68,1.93
65.52,1.62
65.64,1.84
65.92,1.62
65.15,1.27
65.75,1.32
66.18,1.33
65.86,1.51
65.84,1.51
66.27,1.5300000000000002
66.24,1.62
65.68,2.88
64.05314285714286,3.524914285714286
62.43,4.8037430167597766
62.97999999999999,5.45
63.11,4.921675977653631
62.66,3.875227272727273
62.78,2.8182954545454546
65.45,2.29
66.05,1.7
65.46,1.62
65.99,2.08
65.0,1.8000000000000005
63.73,4.73
65.56,2.03
65.9,1.63
64.62,3.15
65.1,2.49
65.22,2.34
63.43,4.12
64.86,2.57
64.47,3.22
64.19,3.1
64.85,2.44
64.62,2.83
65.57,1.53
66.18,1.37
65.44,1.48
65.7,1.45
66.28,1.11
66.0,1.08
65.46,1.6999999999999995
65.21,1.88
65.24,1.7
65.43,1.71
65.92,1.42
65.69,1.44
65.09,1.9
64.71,1.82
65.37,1.37
65.03,2.55
65.68,1.5300000000000002
65.43,1.45
65.1,1.6399999999999997
65.45,1.4899999999999998
65.73,1.58
65.83,1.46
65.43,1.41
65.91,1.43
65.41,1.5
65.4,1.61
65.14,1.36
65.46,1.45
65.82,1.21
65.88,1.33
65.49,2.49
65.94,1.24
65.37,1.3
64.81,2.13
64.64,2.46
66.28,0.99
65.85,1.34
65.89,1.28
66.27,1.11
64.46,4.65
66.01,1.21
66.57,1.29
65.9,1.36
66.24,1.19
66.29,1.4
66.24,1.35
66.13,1.21
66.32,1.15
65.84,1.27
65.8,1.47
65.8,1.5399999999999998
65.48,1.58
66.07,1.39
64.56,2.01
66.2,1.32
66.2,1.32
66.2,1.32
66.25,1.52
66.4,1.59
67.36,1.32
66.3,1.31
66.16,1.44
66.3,1.28
66.23,1.73
66.27,1.24
65.17,1.83
65.52,1.56
65.62,1.4900000000000002
65.55,1.27
65.87,1.38
65.81,1.41
65.5,1.23
65.64,1.17
65.82,1.2
65.34,1.7199999999999998
63.78,1.98
63.58,4.32
63.55,4.55
66.05,1.36
66.03,1.37
65.48,1.64
66.1,1.56
66.23,1.5
65.63,1.52
66.09,1.14
66.1,1.14
65.44,1.52
65.15,1.84
65.54,1.98
65.46,1.5099999999999998
67.1,1.28
66.05,1.73
66.1,1.73
65.95,2.07
66.23,1.72
66.13,1.49
65.94,2.69
65.32,2.4
66.45,1.43
65.97,1.5699999999999998
65.35,2.26
66.01,1.85
66.94,1.92
66.5,1.26
66.4,1.38
66.54,1.23
66.52,1.12
66.69,1.28
66.97,1.22
66.74,1.25
66.2,1.33
65.87,3.25
65.75,2.34
66.0,1.25
63.64,3.71
65.38,1.93
65.87,1.89
62.86,5.5
63.91,4.04
63.92,3.6800000000000006
63.97011299435029,3.4494350282485877
64.02,3.22
64.52,1.86
65.3,1.6
64.43,2.06
66.0,1.5500000000000005
65.73,1.54
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
66.13,1.32
64.57,3.03
64.57,3.03
65.27,2.92
65.32,2.37
64.85,3.25
64.85,3.25
66.57,1.51
66.01,1.46
65.76,2.41
66.28,1.27
66.21,1.23
66.33,1.21
66.32,1.26
66.23,1.28
65.46,1.91
65.47,2.15
64.75,2.55
65.45,2.24
65.77,2.11
65.77,2.11
64.76,2.89
65.41,2.24
65.34,2.31
65.89,1.23
65.45,2.14
66.31,1.24
66.01,1.34
64.93,1.8
65.24,2.3
66.11,1.4900000000000002
64.77,2.08
65.24,2.09
65.27,1.93
65.96,1.66
65.22,1.78
64.96,2.11
66.0,1.68
63.98,3.47
64.45,2.87
64.36,2.85
63.27000000000001,3.2700000000000005
64.15,3.22
65.75,2.02
65.21,2.16
65.15,2.0
64.57,2.14
65.5,1.98
64.88,2.19
65.24,2.83
65.8,1.44
65.94,1.59
66.89,2.13
64.64,3.87
65.78,2.13
65.27,1.92
65.8,1.33
66.2,1.29
66.16,1.24
65.67,1.7799999999999998
66.55,1.2
66.46,1.31
65.47,1.69
65.19,1.69
65.47,1.65
65.87,1.5
65.45,1.54
65.62,1.8600000000000003
65.67,1.64
65.48,1.75
66.53,1.62
66.63,1.52
65.95,1.6
66.58,1.25
66.52,1.15
66.32,1.09
66.23,1.18
66.29,1.58
66.29,1.58
65.45,1.5
64.57,2.83
65.99,2.16
66.59,1.33
66.44,1.49
64.74,3.12
65.79,2.92
65.5,2.77
64.9,3.3199999999999994
64.71,3.72
64.76,3.78
66.53,1.56
66.22,1.6799999999999995
66.22,1.6800000000000002
66.22,1.68
65.57,2.05
65.5,1.57
65.88,1.21
65.31,2.01
66.01,2.17
66.33,1.82
65.07,2.25
65.59,2.03
65.44,2.21
65.93,1.54
65.92,1.6
65.22,1.84
64.95,2.03
65.09,2.05
64.95,2.19
65.23,2.19
65.16,2.2
65.01,4.64
63.25,4.89
63.36403409090909,4.633181818181819
63.59061797752808,4.12252808988764
63.81926966292135,3.607696629213483
64.04572222222222,3.0973888888888887
64.16,2.84
64.24,2.7
65.0,2.01
65.72,1.5800000000000003
65.18,2.02
64.49,3.14
65.03,1.66
64.67,1.79
64.21,3.12
65.21,1.87
64.21,2.03
64.42,2.15
65.65,1.44
64.98,2.16
65.76,1.7
65.68,1.7199999999999998
65.86,1.86
65.47,1.79
66.06,1.53
65.67,1.4800000000000002
65.44,1.42
66.59,0.97
66.12,1.13
64.82,3.71
65.6,1.99
65.03,1.68
65.12,2.07
65.95,1.04
65.76,1.84
66.43,1.02
65.78,1.16
65.74,1.23
65.09,2.09
65.43,1.37
63.99,2.07
63.92999999999999,2.1
64.92,2.09
64.92,2.19
65.29,1.85
65.71,1.44
65.13,3.15
65.01,2.63
64.86,2.61
65.45,2.55
65.94,1.31
66.32,1.26
65.88,1.12
65.33,2.83
65.92,1.37
65.0,1.7399999999999998
65.75,1.08
64.85,2.5
63.33,3.64
64.48,2.39
65.66,1.85
64.67,2.8
64.26,3.3
65.13,2.41
65.71,1.88
65.67,2.04
65.07,2.11
65.62,1.8600000000000003
64.78,3.23
65.94,1.88
64.35,3.49
65.02,2.2
66.0,1.44
65.75,1.61
65.91,1.39
65.9,1.6800000000000002
66.31,1.15
66.0,1.52
65.93,1.34
65.93,1.34
65.93,1.34
65.93,1.34
63.99,4.57
63.45,5.01
63.91865168539326,4.533820224719101
64.8538202247191,3.5835955056179776
65.32,3.11
65.3,2.35
65.75,1.57
65.75,1.57
65.75,1.57
64.9,3.82
64.62,4.55
66.07,2.97
64.94,3.3
63.1,5.2
63.85000000000001,4.33
63.19,5.49
64.31,4.09
64.27005649717513,4.172203389830509
64.19005617977528,4.33752808988764
64.10988636363636,4.502670454545455
64.03017045454546,4.667443181818182
63.99,4.75
63.68000000000001,5.53
62.36,5.51173184357542
62.32000000000001,5.475056179775281
63.3,5.43819209039548
63.16,5.42
63.15999999999999,5.42
66.03,1.52
65.92,1.57
65.56,1.36
65.92,1.52
66.03,1.61
65.6,1.73
65.76,1.6999999999999995
65.73,1.56
66.05,1.87
66.23,1.69
64.42,3.0
64.77,3.140000000000001
64.88,3.1899999999999995
65.9,2.99
65.28,2.97
66.45,2.99
65.47,2.67
65.02,2.9200000000000004
66.65,1.69
66.27,1.9
65.8,1.88
66.35,1.79
65.25,1.9
65.4,2.06
65.4,2.06
64.35106145251397,3.388659217877095
63.3,4.72
64.3,3.54
64.53,3.1099999999999994
64.31,3.19
64.12,3.1499999999999995
64.12,3.36
